site_id,year,date,lon,lat,latin,presence
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Aphredoderus sayanus,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Esox americanus,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Esox niger,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Lepomis auritus,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Lepomis gibbosus,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Lepomis gulosus,1
finsync_nrs_nc-10119,2009,6/9/2009,-77.13455165,35.02681061,Lepomis macrochirus,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Ambloplites rupestris,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Campostoma anomalum,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Hypentelium nigricans,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Lepomis auritus,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Lepomis cyanellus,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Lepomis macrochirus,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Luxilus coccogenis,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Micropterus dolomieu,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Nocomis micropogon,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Noturus insignis,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Oncorhynchus mykiss,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Rhinichthys obtusus,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Salmo trutta,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Salvelinus fontinalis,1
finsync_nrs_nc-10122,2018,7/19/2018,-81.87095586,36.27389536,Semotilus atromaculatus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Ameiurus natalis,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Ameiurus platycephalus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Erimyzon oblongus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Etheostoma olmstedi,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Lepomis auritus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Lepomis cyanellus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Lepomis gibbosus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Lepomis macrochirus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Luxilus albeolus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Nocomis leptocephalus,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Notemigonus crysoleucas,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Notropis altipinnis,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Percina crassa,1
finsync_nrs_nc-10123,2019,6/5/2019,-79.53601686,35.63322712,Semotilus atromaculatus,1
finsync_nrs_nc-10133,2019,6/3/2019,-78.97088818,35.73298947,Hybognathus regius,1
finsync_nrs_nc-10133,2019,6/3/2019,-78.97088818,35.73298947,Lepomis cyanellus,1
finsync_nrs_nc-10133,2019,6/3/2019,-78.97088818,35.73298947,Lepomis gibbosus,1
finsync_nrs_nc-10133,2019,6/3/2019,-78.97088818,35.73298947,Lepomis macrochirus,1
finsync_nrs_nc-10133,2019,6/3/2019,-78.97088818,35.73298947,Nocomis leptocephalus,1
finsync_nrs_nc-10133,2019,6/3/2019,-78.97088818,35.73298947,Perca flavescens,1
finsync_nrs_nc-10136,2019,9/19/2019,-83.02465971,35.35514394,Oncorhynchus mykiss,1
finsync_nrs_nc-10136,2019,9/19/2019,-83.02465971,35.35514394,Salvelinus fontinalis,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Clinostomus funduloides,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Etheostoma olmstedi,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Gambusia holbrooki,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Hybopsis hypsinotus,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Lepomis auritus,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Lepomis cyanellus,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Nocomis leptocephalus,1
finsync_nrs_nc-10138,2013,9/25/2013,-81.32958,35.3521,Semotilus atromaculatus,1
finsync_nrs_nc-10139,2013,9/9/2013,-81.74478177,35.64379988,Clinostomus funduloides,1
finsync_nrs_nc-10139,2013,9/9/2013,-81.74478177,35.64379988,Etheostoma flabellare,1
finsync_nrs_nc-10139,2013,9/9/2013,-81.74478177,35.64379988,Hypentelium nigricans,1
finsync_nrs_nc-10139,2013,9/9/2013,-81.74478177,35.64379988,Nocomis leptocephalus,1
